name;z3-4.12.1-runtime;z3-4.12.1-result;cvc5-1.0.5-runtime;cvc5-1.0.5-result;z3-noodler-3f6d642-runtime;z3-noodler-3f6d642-result;z3-noodler-97c3742-runtime;z3-noodler-97c3742-result;z3-noodler-6e14cda-runtime;z3-noodler-6e14cda-result;z3-noodler-59658f7-runtime;z3-noodler-59658f7-result;z3-noodler-e8a4269-runtime;z3-noodler-e8a4269-result;z3-noodler-daa40de-runtime;z3-noodler-daa40de-result;z3-noodler-5f32279-runtime;z3-noodler-5f32279-result;z3strRE-nomem-runtime;z3strRE-nomem-result;z3str4-nomem-runtime;z3str4-nomem-result;z3-noodler-a245669-1623fa1-runtime;z3-noodler-a245669-1623fa1-result;z3-noodler-1137899-1623fa1-runtime;z3-noodler-1137899-1623fa1-result;z3-noodler-896d1fe-1623fa1-runtime;z3-noodler-896d1fe-1623fa1-result;z3-noodler-d1676a5-8781b7d-runtime;z3-noodler-d1676a5-8781b7d-result;z3-noodler-d1676a5-8781b7d-nielsen-runtime;z3-noodler-d1676a5-8781b7d-nielsen-result;ostrich-1.3-runtime;ostrich-1.3-result;z3-noodler-49295a5-8781b7d-runtime;z3-noodler-49295a5-8781b7d-result;z3-4.12.2-nomem-runtime;z3-4.12.2-nomem-result;z3-noodler-loop-13af422-5fa5ea0-runtime;z3-noodler-loop-13af422-5fa5ea0-result;z3-noodler-13af422-5fa5ea0-runtime;z3-noodler-13af422-5fa5ea0-result;z3-noodler-0808a69-2f0ef53-runtime;z3-noodler-0808a69-2f0ef53-result;z3-noodler-80384c0-2f0ef53-runtime;z3-noodler-80384c0-2f0ef53-result;z3-noodler-160d1e6-2f0ef53-runtime;z3-noodler-160d1e6-2f0ef53-result;z3-noodler-d83b1b9-937bee4-runtime;z3-noodler-d83b1b9-937bee4-result;z3-noodler-d83b1b9-2f0ef53-runtime;z3-noodler-d83b1b9-2f0ef53-result;z3-noodler-loop-d785e77-2f0ef53-runtime;z3-noodler-loop-d785e77-2f0ef53-result;z3-noodler-loop-cdfb4b2-2f0ef53-runtime;z3-noodler-loop-cdfb4b2-2f0ef53-result;z3-noodler-loop-1a1ac35-2f0ef53-runtime;z3-noodler-loop-1a1ac35-2f0ef53-result;z3-noodler-loop-mem-runtime;z3-noodler-loop-mem-result;z3-noodler-9f3dc69-2f0ef53-runtime;z3-noodler-9f3dc69-2f0ef53-result;z3-noodler-cad7f0d-8ba88ce-runtime;z3-noodler-cad7f0d-8ba88ce-result;cvc5-1.0.8-runtime;cvc5-1.0.8-result;z3-noodler-381ffd1-2f0ef53-runtime;z3-noodler-381ffd1-2f0ef53-result;z3-noodler-nielsen-0746e08-8ba88ce-runtime;z3-noodler-nielsen-0746e08-8ba88ce-result;ostrich-70d01e2d2-runtime;ostrich-70d01e2d2-result;z3-4.12.2-runtime;z3-4.12.2-result;z3str4-runtime;z3str4-result;z3strRE-runtime;z3strRE-result;z3-trau-1.1-runtime;z3-trau-1.1-result;z3-noodler-63aa361-8ba88ce-runtime;z3-noodler-63aa361-8ba88ce-result;z3-noodler-underapprox-24f1374-2f0ef53-runtime;z3-noodler-underapprox-24f1374-2f0ef53-result;z3-noodler-underapprox-ab28d76-2f0ef53-runtime;z3-noodler-underapprox-ab28d76-2f0ef53-result;z3-noodler-de48d5f-40ca1cd-runtime;z3-noodler-de48d5f-40ca1cd-result;z3-noodler-cf573c7-40ca1cd-runtime;z3-noodler-cf573c7-40ca1cd-result;z3-noodler-a0e3745-8ba88ce-runtime;z3-noodler-a0e3745-8ba88ce-result;z3-noodler-0ae38ae-40ca1cd-runtime;z3-noodler-0ae38ae-40ca1cd-result;z3-noodler-1ba1904-40ca1cd-runtime;z3-noodler-1ba1904-40ca1cd-result;z3-noodler-f211b89-7831cdc-runtime;z3-noodler-f211b89-7831cdc-result;z3-noodler-f211b89-bb85433-runtime;z3-noodler-f211b89-bb85433-result;z3-noodler-9f5e602-199b36d-runtime;z3-noodler-9f5e602-199b36d-result;ostrich-70d01e2d2-parikh-runtime;ostrich-70d01e2d2-parikh-result;z3-noodler-3d46a25-bc88653-runtime;z3-noodler-3d46a25-bc88653-result;z3-noodler-1482571-a57f582-runtime;z3-noodler-1482571-a57f582-result;z3-noodler-fb9e188-a57f582-runtime;z3-noodler-fb9e188-a57f582-result;z3-noodler-feada45-a57f582-runtime;z3-noodler-feada45-a57f582-result;z3-noodler-e77bfb4-387babd-runtime;z3-noodler-e77bfb4-387babd-result;z3-noodler-482f3c0-387babd-runtime;z3-noodler-482f3c0-387babd-result;z3-noodler-8de5f2c-387babd-runtime;z3-noodler-8de5f2c-387babd-result;z3-noodler-147a0e0-fb6e2b1-runtime;z3-noodler-147a0e0-fb6e2b1-result;z3-noodler-34ea542-2cddb2f-runtime;z3-noodler-34ea542-2cddb2f-result
../formulae/QF_SLIA/2018-Kepler/quad-length-032-3-1-unsat.smt2;TO;TO;0.01; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;5.19; unknown;TO;TO;0.02; unsat;0.03; unsat;0.02; unsat;TO;TO;0.01; unsat;TO;TO;TO;TO;0.02; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.0; unsat;ERR;ERR;0.02; unsat;TO;TO;0.03; unsat;TO;TO;5.48; unknown;0.04; unsat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.02; unsat;0.04; unsat;0.02; unsat;0.02; unsat;0.03; unsat;0.03; unsat;ERR;ERR;4.18; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-010-2-unsat.smt2;0.02; unsat;0.0; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.0; unsat;0.0; unsat;0.03; unsat;0.02; unsat;0.04; unsat;TO;TO;0.0; unsat;2.11; unsat;TO;TO;0.01; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;TO;TO;0.04; unsat;3.55; unsat;0.02; unsat;0.0; unsat;0.01; unsat;0.03; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.04; unsat;0.03; unsat;0.01; unsat;0.02; unsat;0.03; unsat;0.02; unsat;TO;TO;3.36; unsat;0.01; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.03; unsat
../formulae/QF_SLIA/2018-Kepler/quad-004-2-unsat.smt2;TO;TO;0.0; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat;TO;TO;0.02; unsat;TO;TO;TO;TO;0.01; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;TO;TO;0.01; unsat;TO;TO;0.05; unsat;0.02; unsat;TO;TO;0.04; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.02; unsat;0.04; unsat;0.03; unsat;0.02; unsat;0.02; unsat;0.02; unsat;TO;TO;2.94; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.0; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-209-4-5-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;39.65; sat;1.14; unknown;1.65; sat;1.52; sat;TO;TO;0.98; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;1.04; sat;TO;TO;TO;TO;83.63; sat;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.07; sat;1.02; sat;1.08; sat;1.16; sat;0.87; sat;1.04; sat;ERR;ERR;TO;TO;0.52; sat;0.63; sat;0.54; sat;0.51; sat;0.45; sat;0.54; sat;0.5; sat;0.47; sat;0.45; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-214-5-1-unsat.smt2;0.02; unsat;0.01; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.0; unsat;0.99; unsat;0.04; unsat;0.05; unsat;0.02; unsat;TO;TO;0.02; unsat;2.38; unsat;TO;TO;0.01; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.0; unsat;ERR;ERR;0.05; unsat;3.55; unsat;0.02; unsat;0.93; unsat;0.0; unsat;0.07; unsat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.04; unsat;0.03; unsat;0.04; unsat;0.04; unsat;0.05; unsat;0.04; unsat;ERR;ERR;7.2; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-005-2-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.02; unknown;0.02; sat;0.04; sat;TO;TO;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.04; sat;0.04; sat;0.04; sat;0.03; sat;0.03; sat;0.04; sat;ERR;ERR;TO;TO;0.02; sat;0.02; sat;0.01; sat;0.01; sat;0.01; sat;0.01; sat;0.01; sat;0.02; sat;0.01; sat
../formulae/QF_SLIA/2018-Kepler/quad-097-4-1-sat.smt2;0.08; sat;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.2; sat;0.05; sat;0.04; sat;0.03; sat;TO;TO;0.01; sat;TO;TO;TO;TO;0.04; sat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;0.02; sat;TO;TO;0.05; sat;0.19; sat;TO;TO;0.13; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.01; sat;0.04; sat;0.02; sat;0.03; sat;0.04; sat;0.02; sat;ERR;ERR;TO;TO;0.01; sat;0.01; sat;0.02; sat;0.01; sat;0.01; sat;0.01; sat;0.01; sat;0.01; sat;0.01; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-126-4-1-unsat.smt2;0.02; unsat;0.0; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;0.99; unsat;0.04; unsat;0.04; unsat;0.03; unsat;TO;TO;0.01; unsat;2.35; unsat;TO;TO;0.01; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.01; unsat;ERR;ERR;0.04; unsat;3.66; unsat;0.04; unsat;0.91; unsat;0.01; unsat;0.03; unsat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.03; unsat;0.01; unsat;0.04; unsat;0.03; unsat;0.03; unsat;0.03; unsat;ERR;ERR;5.86; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/QF_SLIA/2018-Kepler/quad-139-4-2-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;97.48; sat;0.03; unknown;0.03; sat;0.04; sat;TO;TO;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;TO;TO;TO;TO;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;ERR;ERR;0.05; sat;0.03; sat;0.01; sat;0.04; sat;0.04; sat;0.05; sat;TO;TO;TO;TO;0.01; sat;0.01; sat;0.02; sat;0.01; sat;0.02; sat;0.01; sat;0.01; sat;0.02; sat;0.01; sat
../formulae/QF_SLIA/2018-Kepler/quad-118-4-4-unsat.smt2;TO;TO;0.03; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.06; unsat;0.06; unsat;0.07; unsat;TO;TO;0.02; unsat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.02; unsat;TO;TO;0.04; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.05; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.06; unsat;0.05; unsat;0.05; unsat;0.03; unsat;0.03; unsat;0.04; unsat;TO;TO;8.85; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-088-4-4-unsat.smt2;TO;TO;0.02; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.97; unsat;0.04; unsat;0.02; unsat;0.04; unsat;TO;TO;0.01; unsat;2.73; unsat;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.03; unsat;TO;TO;0.04; unsat;4.56; unsat;TO;TO;0.93; unsat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.03; unsat;0.03; unsat;0.03; unsat;0.04; unsat;0.04; unsat;0.04; unsat;TO;TO;6.9; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-202-4-2-unsat.smt2;0.02; unsat;0.02; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;0.97; unsat;0.04; unsat;0.03; unsat;0.03; unsat;TO;TO;0.01; unsat;2.1; unsat;TO;TO;0.01; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.0; unsat;TO;TO;0.03; unsat;3.54; unsat;0.03; unsat;0.96; unsat;0.0; unsat;0.06; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.03; unsat;0.03; unsat;0.01; unsat;0.03; unsat;0.03; unsat;0.03; unsat;TO;TO;5.82; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-130-4-1-unsat.smt2;0.01; unsat;0.01; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;0.01; unsat;0.02; unsat;0.03; unsat;0.04; unsat;TO;TO;0.01; unsat;2.52; unsat;TO;TO;0.01; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.0; unsat;TO;TO;0.02; unsat;2.9; unsat;0.02; unsat;0.02; unsat;0.0; unsat;0.05; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.03; unsat;0.03; unsat;0.03; unsat;0.02; unsat;0.02; unsat;0.04; unsat;TO;TO;4.71; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.0; unsat;0.0; unsat;0.01; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-101-4-2-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.02; unknown;0.07; sat;0.06; sat;TO;TO;0.09; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.05; sat;0.05; sat;0.03; sat;0.04; sat;0.05; sat;0.03; sat;TO;TO;TO;TO;0.02; sat;0.02; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.01; sat;0.01; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-224-5-4-unsat.smt2;0.01; unsat;0.03; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.0; unsat;0.96; unsat;0.07; unsat;0.06; unsat;0.08; unsat;TO;TO;0.03; unsat;2.3; unsat;TO;TO;0.01; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.02; unsat;ERR;ERR;0.06; unsat;3.96; unsat;0.02; unsat;0.87; unsat;0.0; unsat;0.04; unsat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.06; unsat;0.06; unsat;0.06; unsat;0.05; unsat;0.03; unsat;0.02; unsat;TO;TO;6.79; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.03; unsat;0.02; unsat;0.02; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-038-3-2-unsat.smt2;TO;TO;0.02; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;0.92; unsat;0.04; unsat;0.03; unsat;0.03; unsat;TO;TO;0.0; unsat;2.4; unsat;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;TO;TO;0.05; unsat;2.9; unsat;TO;TO;0.93; unsat;0.0; unsat;0.03; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.03; unsat;0.03; unsat;0.04; unsat;0.04; unsat;0.04; unsat;0.04; unsat;TO;TO;4.08; unsat;0.01; unsat;0.0; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-103-4-2-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.03; unknown;0.03; sat;0.05; sat;TO;TO;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.05; sat;0.04; sat;0.02; sat;0.03; sat;0.03; sat;0.04; sat;TO;TO;TO;TO;0.01; sat;0.02; sat;0.01; sat;0.01; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/2018-Kepler/quad-186-4-4-unsat.smt2;TO;TO;0.03; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.12; unsat;0.13; unsat;0.13; unsat;TO;TO;0.04; unsat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.02; unsat;ERR;ERR;0.09; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.05; unsat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.08; unsat;0.09; unsat;0.09; unsat;0.07; unsat;0.08; unsat;0.08; unsat;TO;TO;5.95; unsat;0.01; unsat;0.03; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-268-5-2-unsat.smt2;TO;TO;0.03; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.04; unsat;0.03; unsat;0.02; unsat;TO;TO;0.02; unsat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.01; unsat;ERR;ERR;0.02; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.05; unsat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.02; unsat;0.05; unsat;0.03; unsat;0.05; unsat;0.04; unsat;0.04; unsat;TO;TO;7.43; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-131-4-2-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;47.46; sat;0.04; unknown;0.04; sat;0.05; sat;TO;TO;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;0.05; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.05; sat;0.05; sat;0.04; sat;0.03; sat;0.05; sat;0.05; sat;ERR;ERR;TO;TO;0.02; sat;0.03; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.01; sat;0.01; sat
../formulae/QF_SLIA/2018-Kepler/quad-296-6-3-unsat.smt2;TO;TO;0.03; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.02; unsat;0.04; unsat;0.02; unsat;TO;TO;0.02; unsat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;TO;TO;0.03; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.05; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.04; unsat;0.03; unsat;0.03; unsat;0.02; unsat;0.03; unsat;0.04; unsat;TO;TO;6.75; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.02; unsat
../formulae/QF_SLIA/2018-Kepler/quad-176-4-3-unsat.smt2;TO;TO;0.02; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;5.05; unknown;TO;TO;0.01; unsat;0.03; unsat;0.04; unsat;TO;TO;0.02; unsat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;0.01; unsat;ERR;ERR;0.04; unsat;TO;TO;TO;TO;TO;TO;5.03; unknown;0.04; unsat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.05; unsat;0.04; unsat;0.05; unsat;0.04; unsat;0.04; unsat;0.01; unsat;TO;TO;6.68; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.02; unsat
../formulae/QF_SLIA/2018-Kepler/quad-length-039-3-3-sat.smt2;TO;TO;TO;TO;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;5.43; unknown;TO;TO;0.04; unknown;0.05; sat;0.05; sat;TO;TO;0.01; sat;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.04; sat;TO;TO;TO;TO;TO;TO;5.22; unknown;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.04; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat;0.03; sat;TO;TO;TO;TO;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.01; sat;0.01; sat
../formulae/QF_SLIA/2018-Kepler/quad-length-246-4-3-unsat.smt2;0.02; unsat;0.04; unsat;MISSING;MISSING;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.01; unsat;0.92; unsat;0.03; unsat;0.03; unsat;0.04; unsat;TO;TO;0.01; unsat;2.38; unsat;TO;TO;0.01; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;0.02; unsat;TO;TO;0.03; unsat;4.29; unsat;0.02; unsat;0.91; unsat;0.01; unsat;0.05; unsat;TO;TO;TO;TO;TO;TO;TO;TO;0.04; unsat;0.02; unsat;0.04; unsat;0.02; unsat;0.03; unsat;0.02; unsat;TO;TO;5.79; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat
