name;cvc5-runtime;cvc5-result;z3-runtime;z3-result;z3-noodler-c0f3244-runtime;z3-noodler-c0f3244-result;z3-noodler-f19ef57-runtime;z3-noodler-f19ef57-result;z3-noodler-6e14cda-runtime;z3-noodler-6e14cda-result;z3-noodler-c7c4418-runtime;z3-noodler-c7c4418-result;z3-noodler-b688a34-runtime;z3-noodler-b688a34-result;z3-noodler-97447b0-runtime;z3-noodler-97447b0-result
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-reverse-fuzz-reverse.smt2;0.02; sat;0.04; sat;0.04; sat;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-graft-multiply.smt2;0.0; unsat;0.03; unsat;0.03; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.04; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-multiply-graft.smt2;0.01; sat;0.05; sat;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.01; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-multiply-fuzz-rotate.smt2;0.01; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-graft-multiply.smt2;0.02; sat;0.08; sat;0.03; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-fuzz-fuzz-translate.smt2;0.02; sat;0.1; sat;0.03; sat;0.01; sat;0.01; sat;0.03; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-multiply-rotate-translate.smt2;0.01; sat;0.08; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-fuzz-multiply-graft.smt2;0.01; sat;0.04; sat;0.04; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-rotate-translate-rotate.smt2;0.01; sat;0.1; sat;0.04; sat;0.02; sat;0.02; sat;0.02; sat;0.05; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-graft-graft.smt2;0.0; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-graft-reverse-graft.smt2;0.01; sat;0.02; sat;0.03; sat;0.01; sat;0.02; sat;0.04; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-rotate-graft-translate.smt2;0.01; sat;0.04; sat;0.03; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-translate-rotate-graft.smt2;0.01; sat;0.03; sat;0.03; sat;0.02; sat;0.01; sat;0.03; sat;0.01; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-fuzz-translate.smt2;0.0; sat;0.04; sat;0.02; sat;0.01; sat;0.04; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-graft-fuzz-rotate.smt2;0.01; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz-graft-reverse.smt2;0.01; sat;0.04; sat;0.03; sat;0.02; sat;0.02; sat;0.01; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-translate-graft-rotate.smt2;0.0; sat;0.03; sat;0.03; sat;0.02; sat;0.04; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-graft-rotate-fuzz.smt2;0.01; sat;0.06; sat;0.02; sat;0.03; sat;0.03; sat;0.01; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-fuzz-multiply-translate.smt2;0.01; sat;0.03; sat;0.04; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-reverse-rotate.smt2;0.02; sat;0.03; sat;0.03; sat;0.01; sat;0.03; sat;0.04; sat;0.02; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-multiply-fuzz.smt2;0.02; sat;0.03; sat;0.01; sat;0.01; sat;0.01; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-graft-fuzz-graft.smt2;0.0; sat;0.04; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-translate-translate-rotate.smt2;0.01; sat;0.06; sat;0.02; sat;0.02; sat;0.01; sat;0.03; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-translate-multiply-translate.smt2;0.01; sat;0.09; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.03; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-multiply-translate.smt2;0.02; sat;0.05; sat;0.01; sat;0.01; sat;0.02; sat;0.03; sat;0.01; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-translate-fuzz-multiply.smt2;0.02; sat;0.05; sat;0.04; sat;0.04; sat;0.03; sat;0.04; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-multiply-rotate-fuzz.smt2;0.02; sat;0.02; sat;0.01; sat;0.03; sat;0.02; sat;0.04; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-rotate-rotate.smt2;0.01; sat;0.05; sat;0.03; sat;0.01; sat;0.03; sat;0.02; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-multiply-rotate-graft.smt2;0.02; sat;0.05; sat;0.02; sat;0.03; sat;0.01; sat;0.03; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-reverse-reverse.smt2;0.01; sat;0.04; sat;0.02; sat;0.03; sat;0.01; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-rotate-translate.smt2;0.0; sat;0.06; sat;0.02; sat;0.02; sat;0.01; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-translate-rotate.smt2;0.01; sat;0.05; sat;0.03; sat;0.02; sat;0.04; sat;0.03; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-fuzz-translate-rotate.smt2;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-graft-rotate-graft.smt2;0.0; sat;0.05; sat;0.03; sat;0.04; sat;0.03; sat;0.01; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz-multiply-rotate.smt2;0.03; sat;0.05; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-graft-translate-multiply.smt2;0.02; sat;0.07; sat;0.03; sat;0.04; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz-fuzz-multiply.smt2;0.01; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.05; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-fuzz-graft-translate.smt2;0.01; sat;0.04; sat;0.02; sat;0.02; sat;0.03; sat;0.04; sat;0.01; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-reverse-reverse-rotate.smt2;0.01; sat;0.05; sat;0.03; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-fuzz-rotate-multiply.smt2;0.01; sat;0.03; sat;0.02; sat;0.01; sat;0.02; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-fuzz-fuzz.smt2;0.01; sat;0.1; sat;0.04; sat;0.02; sat;0.02; sat;0.0; sat;0.01; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz-translate-multiply.smt2;0.02; sat;0.06; sat;0.03; sat;0.03; sat;0.01; sat;0.04; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz-multiply-fuzz.smt2;0.02; sat;0.04; sat;0.04; sat;0.02; sat;0.01; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-rotate-graft.smt2;0.01; sat;0.03; sat;0.02; sat;0.01; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz-translate.smt2;0.0; sat;0.04; sat;0.04; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-rotate-multiply.smt2;0.01; sat;0.06; sat;0.03; sat;0.02; sat;0.02; sat;0.03; sat;0.01; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-translate-multiply-fuzz.smt2;0.0; sat;0.04; sat;0.04; sat;0.02; sat;0.02; sat;0.02; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-graft-rotate.smt2;0.01; sat;0.03; sat;0.04; sat;0.01; sat;0.03; sat;0.04; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-rotate-reverse.smt2;0.01; sat;0.05; sat;0.04; sat;0.01; sat;0.02; sat;0.02; sat;0.01; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-reverse-rotate.smt2;0.02; sat;0.04; sat;0.03; sat;0.01; sat;0.02; sat;0.04; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-multiply-reverse-graft.smt2;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.01; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-multiply-reverse.smt2;0.01; sat;0.08; sat;0.03; sat;0.01; sat;0.04; sat;0.03; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-translate-multiply.smt2;0.01; sat;0.07; sat;0.02; sat;0.01; sat;0.02; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-graft-fuzz-reverse.smt2;0.01; sat;0.02; sat;0.02; sat;0.03; sat;0.01; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-reverse-graft-fuzz.smt2;0.0; sat;0.0; sat;0.02; sat;0.01; sat;0.03; sat;0.04; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz-reverse-translate.smt2;0.0; sat;0.05; sat;0.04; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-fuzz-fuzz-graft.smt2;0.0; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-fuzz-reverse.smt2;0.0; sat;0.04; sat;0.01; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz-fuzz-graft.smt2;0.01; sat;0.03; sat;0.03; sat;0.02; sat;0.03; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz-graft-rotate.smt2;0.0; sat;0.05; sat;0.02; sat;0.01; sat;0.01; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-multiply-fuzz.smt2;0.01; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz.smt2;0.01; sat;0.04; sat;0.04; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-rotate-rotate-reverse.smt2;0.01; sat;0.04; sat;0.02; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-multiply-fuzz.smt2;0.01; sat;0.18; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-reverse-multiply-graft.smt2;0.02; sat;0.05; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-graft-translate.smt2;0.01; unsat;0.04; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.04; unsat;0.01; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-rotate-translate-reverse.smt2;0.0; sat;0.12; sat;0.03; sat;0.01; sat;0.01; sat;0.03; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-graft-fuzz.smt2;0.0; sat;0.04; sat;0.03; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-rotate-translate-graft.smt2;0.01; sat;0.04; sat;0.02; sat;0.02; sat;0.01; sat;0.03; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-rotate-translate-translate.smt2;0.01; sat;0.04; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-reverse-reverse.smt2;0.0; sat;0.03; sat;0.02; sat;0.02; sat;0.04; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-graft-graft.smt2;0.0; sat;0.05; sat;0.04; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-graft.smt2;0.0; unsat;0.02; unsat;0.04; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.04; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-rotate-rotate-reverse.smt2;0.02; sat;0.06; sat;0.03; sat;0.0; sat;0.01; sat;0.02; sat;0.02; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-translate-fuzz-graft.smt2;0.0; sat;0.04; sat;0.03; sat;0.01; sat;0.03; sat;0.04; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz-fuzz-fuzz.smt2;0.01; sat;0.17; sat;0.03; sat;0.03; sat;0.02; sat;0.04; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz-fuzz-translate.smt2;0.0; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-multiply-translate-multiply.smt2;0.02; sat;0.08; sat;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-reverse-graft.smt2;0.01; sat;0.01; sat;0.04; sat;0.02; sat;0.01; sat;0.03; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-fuzz-multiply.smt2;0.0; sat;0.06; sat;0.03; sat;0.03; sat;0.05; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-graft.smt2;0.02; sat;0.04; sat;0.03; sat;0.02; sat;0.04; sat;0.03; sat;0.01; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-graft-fuzz.smt2;0.0; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-reverse-translate.smt2;0.01; sat;0.04; sat;0.01; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-multiply-graft-rotate.smt2;0.01; sat;0.04; sat;0.04; sat;0.03; sat;0.02; sat;0.02; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-graft-rotate-translate.smt2;0.01; sat;0.01; sat;0.01; sat;0.04; sat;0.03; sat;0.03; sat;0.05; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-translate-graft.smt2;0.01; sat;0.04; sat;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.01; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-multiply-translate-fuzz.smt2;0.02; sat;0.03; sat;0.02; sat;0.01; sat;0.03; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-translate-reverse-reverse.smt2;0.02; sat;0.05; sat;0.01; sat;0.02; sat;0.05; sat;0.02; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-multiply-reverse.smt2;0.02; sat;0.05; sat;0.03; sat;0.01; sat;0.01; sat;0.01; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-fuzz-rotate-translate.smt2;0.0; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-multiply-fuzz-multiply.smt2;0.0; sat;0.02; sat;0.01; sat;0.03; sat;0.02; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-rotate-rotate-translate.smt2;0.01; sat;0.04; sat;0.01; sat;0.01; sat;0.01; sat;0.03; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-graft-reverse-graft.smt2;0.01; sat;0.03; sat;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-graft-multiply-rotate.smt2;0.01; sat;0.05; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-multiply-rotate.smt2;0.01; sat;0.06; sat;0.02; sat;0.03; sat;0.03; sat;0.04; sat;0.01; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-rotate-fuzz.smt2;0.0; sat;0.03; sat;0.03; sat;0.02; sat;0.03; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-rotate-reverse-multiply.smt2;0.01; sat;0.04; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.01; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-rotate-fuzz-translate.smt2;0.01; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat;0.03; sat;0.01; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-graft-reverse-fuzz.smt2;0.02; sat;0.04; sat;0.02; sat;0.01; sat;0.01; sat;0.03; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-reverse-rotate-reverse.smt2;0.02; sat;0.05; sat;0.01; sat;0.01; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-graft-graft-rotate.smt2;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.01; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-graft-translate-reverse.smt2;0.0; sat;0.04; sat;0.02; sat;0.01; sat;0.02; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate-fuzz-graft.smt2;0.01; sat;0.03; sat;0.01; sat;0.01; sat;0.02; sat;0.04; sat;0.03; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-translate.smt2;0.02; sat;0.04; sat;0.02; sat;0.03; sat;0.04; sat;0.04; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-multiply-multiply-multiply.smt2;0.01; sat;0.07; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-translate-fuzz-fuzz.smt2;0.01; sat;0.03; sat;0.02; sat;0.03; sat;0.01; sat;0.04; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-multiply-translate.smt2;0.02; sat;0.06; sat;0.03; sat;0.01; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-graft-translate-rotate.smt2;0.01; sat;0.04; sat;0.02; sat;0.01; sat;0.02; sat;0.04; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-translate-graft-fuzz.smt2;0.01; unsat;0.01; unsat;0.04; unsat;0.02; unsat;0.01; unsat;0.03; unsat;0.02; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-reverse-fuzz-fuzz.smt2;0.01; sat;0.01; sat;0.04; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-graft-fuzz-graft.smt2;0.0; sat;0.01; sat;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-graft-reverse-translate.smt2;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-graft-multiply-translate.smt2;0.02; sat;0.01; sat;0.01; sat;0.03; sat;0.01; sat;0.03; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-reverse-graft-reverse.smt2;0.01; unsat;0.03; unsat;0.03; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-2-negative-rotate-fuzz-multiply.smt2;0.01; sat;0.05; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-graft-fuzz-translate.smt2;0.0; sat;0.03; sat;0.03; sat;0.04; sat;0.01; sat;0.03; sat;0.05; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-rotate-graft-graft.smt2;0.01; sat;0.02; sat;0.04; sat;0.02; sat;0.01; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/transformed/amazon/z3-regex-1-rotate-multiply-fuzz.smt2;0.02; sat;0.03; sat;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat
